date;year;month;country_id;country;variable;value
2000-03-01;2000;3;1;AUS;rhpi;66.17
2000-06-01;2000;6;1;AUS;rhpi;66.94
2000-09-01;2000;9;1;AUS;rhpi;65.55
2000-12-01;2000;12;1;AUS;rhpi;66.72
2001-03-01;2001;3;1;AUS;rhpi;67.64
2001-06-01;2001;6;1;AUS;rhpi;69.42
2001-09-01;2001;9;1;AUS;rhpi;73.18
2001-12-01;2001;12;1;AUS;rhpi;74.97
2002-03-01;2002;3;1;AUS;rhpi;78.04
2002-06-01;2002;6;1;AUS;rhpi;81.94
2002-09-01;2002;9;1;AUS;rhpi;84.94
2002-12-01;2002;12;1;AUS;rhpi;87.12
2003-03-01;2003;3;1;AUS;rhpi;88.74
2003-06-01;2003;6;1;AUS;rhpi;93.34
2003-09-01;2003;9;1;AUS;rhpi;98.89
2003-12-01;2003;12;1;AUS;rhpi;102.24
2004-03-01;2004;3;1;AUS;rhpi;101.63
2004-06-01;2004;6;1;AUS;rhpi;99.94
2004-09-01;2004;9;1;AUS;rhpi;100.01
2004-12-01;2004;12;1;AUS;rhpi;100.95
2005-03-01;2005;3;1;AUS;rhpi;100.22
2005-06-01;2005;6;1;AUS;rhpi;99.97
2005-09-01;2005;9;1;AUS;rhpi;99.28
2005-12-01;2005;12;1;AUS;rhpi;100.52
2006-03-01;2006;3;1;AUS;rhpi;100.83
2006-06-01;2006;6;1;AUS;rhpi;103.18
2006-09-01;2006;9;1;AUS;rhpi;105.28
2006-12-01;2006;12;1;AUS;rhpi;106.55
2007-03-01;2007;3;1;AUS;rhpi;107.18
2007-06-01;2007;6;1;AUS;rhpi;110.05
2007-09-01;2007;9;1;AUS;rhpi;114.13
2007-12-01;2007;12;1;AUS;rhpi;117.65
2008-03-01;2008;3;1;AUS;rhpi;117.60
2008-06-01;2008;6;1;AUS;rhpi;115.45
2008-09-01;2008;9;1;AUS;rhpi;112.01
2008-12-01;2008;12;1;AUS;rhpi;109.43
2009-03-01;2009;3;1;AUS;rhpi;108.05
2009-06-01;2009;6;1;AUS;rhpi;111.83
2009-09-01;2009;9;1;AUS;rhpi;116.41
2009-12-01;2009;12;1;AUS;rhpi;121.62
2010-03-01;2010;3;1;AUS;rhpi;125.17
2010-06-01;2010;6;1;AUS;rhpi;126.48
2010-09-01;2010;9;1;AUS;rhpi;125.29
2010-12-01;2010;12;1;AUS;rhpi;125.38
2011-03-01;2011;3;1;AUS;rhpi;122.80
2011-06-01;2011;6;1;AUS;rhpi;120.50
2011-09-01;2011;9;1;AUS;rhpi;118.01
2011-12-01;2011;12;1;AUS;rhpi;116.62
2012-03-01;2012;3;1;AUS;rhpi;116.31
2012-06-01;2012;6;1;AUS;rhpi;115.62
2012-09-01;2012;9;1;AUS;rhpi;114.80
2012-12-01;2012;12;1;AUS;rhpi;116.45
2013-03-01;2013;3;1;AUS;rhpi;117.01
2013-06-01;2013;6;1;AUS;rhpi;119.05
2013-09-01;2013;9;1;AUS;rhpi;121.63
2013-12-01;2013;12;1;AUS;rhpi;125.70
2014-03-01;2014;3;1;AUS;rhpi;126.73
2014-06-01;2014;6;1;AUS;rhpi;128.60
2014-09-01;2014;9;1;AUS;rhpi;130.65
2014-12-01;2014;12;1;AUS;rhpi;132.60
2015-03-01;2015;3;1;AUS;rhpi;134.57
2015-06-01;2015;6;1;AUS;rhpi;140.18
2015-09-01;2015;9;1;AUS;rhpi;143.23
2015-12-01;2015;12;1;AUS;rhpi;142.51
2016-03-01;2016;3;1;AUS;rhpi;142.90
2016-06-01;2016;6;1;AUS;rhpi;145.33
2016-09-01;2016;9;1;AUS;rhpi;147.72
2016-12-01;2016;12;1;AUS;rhpi;153.89
2017-03-01;2017;3;1;AUS;rhpi;157.34
2017-06-01;2017;6;1;AUS;rhpi;159.32
2017-09-01;2017;9;1;AUS;rhpi;159.65
2017-12-01;2017;12;1;AUS;rhpi;160.21
2018-03-01;2018;3;1;AUS;rhpi;158.30
2018-06-01;2018;6;1;AUS;rhpi;156.61
2018-09-01;2018;9;1;AUS;rhpi;153.80
2018-12-01;2018;12;1;AUS;rhpi;148.89
2019-03-01;2019;3;1;AUS;rhpi;143.94
2019-06-01;2019;6;1;AUS;rhpi;141.87
1975-03-01;1975;3;2;BEL;rhpi;43.24
1975-06-01;1975;6;2;BEL;rhpi;44.35
1975-09-01;1975;9;2;BEL;rhpi;45.64
1975-12-01;1975;12;2;BEL;rhpi;47.27
1976-03-01;1976;3;2;BEL;rhpi;49.14
1976-06-01;1976;6;2;BEL;rhpi;50.75
1976-09-01;1976;9;2;BEL;rhpi;52.21
1976-12-01;1976;12;2;BEL;rhpi;53.61
1977-03-01;1977;3;2;BEL;rhpi;54.74
1977-06-01;1977;6;2;BEL;rhpi;56.32
1977-09-01;1977;9;2;BEL;rhpi;57.97
1977-12-01;1977;12;2;BEL;rhpi;59.62
1978-03-01;1978;3;2;BEL;rhpi;60.62
1978-06-01;1978;6;2;BEL;rhpi;61.95
1978-09-01;1978;9;2;BEL;rhpi;63.15
1978-12-01;1978;12;2;BEL;rhpi;64.04
1979-03-01;1979;3;2;BEL;rhpi;66.43
1979-06-01;1979;6;2;BEL;rhpi;66.31
1979-09-01;1979;9;2;BEL;rhpi;65.59
1979-12-01;1979;12;2;BEL;rhpi;64.43
1980-03-01;1980;3;2;BEL;rhpi;62.59
1980-06-01;1980;6;2;BEL;rhpi;60.67
1980-09-01;1980;9;2;BEL;rhpi;58.61
1980-12-01;1980;12;2;BEL;rhpi;56.59
1981-03-01;1981;3;2;BEL;rhpi;54.73
1981-06-01;1981;6;2;BEL;rhpi;53.11
1981-09-01;1981;9;2;BEL;rhpi;51.57
1981-12-01;1981;12;2;BEL;rhpi;50.12
1982-03-01;1982;3;2;BEL;rhpi;48.88
1982-06-01;1982;6;2;BEL;rhpi;47.71
1982-09-01;1982;9;2;BEL;rhpi;46.77
1982-12-01;1982;12;2;BEL;rhpi;45.80
1983-03-01;1983;3;2;BEL;rhpi;44.63
1983-06-01;1983;6;2;BEL;rhpi;43.77
1983-09-01;1983;9;2;BEL;rhpi;43.03
1983-12-01;1983;12;2;BEL;rhpi;42.46
1984-03-01;1984;3;2;BEL;rhpi;42.10
1984-06-01;1984;6;2;BEL;rhpi;41.67
1984-09-01;1984;9;2;BEL;rhpi;41.23
1984-12-01;1984;12;2;BEL;rhpi;40.83
1985-03-01;1985;3;2;BEL;rhpi;39.93
1985-06-01;1985;6;2;BEL;rhpi;40.06
1985-09-01;1985;9;2;BEL;rhpi;40.42
1985-12-01;1985;12;2;BEL;rhpi;40.84
1986-03-01;1986;3;2;BEL;rhpi;41.41
1986-06-01;1986;6;2;BEL;rhpi;41.88
1986-09-01;1986;9;2;BEL;rhpi;42.41
1986-12-01;1986;12;2;BEL;rhpi;42.90
1987-03-01;1987;3;2;BEL;rhpi;43.23
1987-06-01;1987;6;2;BEL;rhpi;43.64
1987-09-01;1987;9;2;BEL;rhpi;44.08
1987-12-01;1987;12;2;BEL;rhpi;44.61
1988-03-01;1988;3;2;BEL;rhpi;45.70
1988-06-01;1988;6;2;BEL;rhpi;46.32
1988-09-01;1988;9;2;BEL;rhpi;46.93
1988-12-01;1988;12;2;BEL;rhpi;47.67
1989-03-01;1989;3;2;BEL;rhpi;48.63
1989-06-01;1989;6;2;BEL;rhpi;49.82
1989-09-01;1989;9;2;BEL;rhpi;51.05
1989-12-01;1989;12;2;BEL;rhpi;52.27
1990-03-01;1990;3;2;BEL;rhpi;53.34
1990-06-01;1990;6;2;BEL;rhpi;53.95
1990-09-01;1990;9;2;BEL;rhpi;54.39
1990-12-01;1990;12;2;BEL;rhpi;54.75
1991-03-01;1991;3;2;BEL;rhpi;54.88
1991-06-01;1991;6;2;BEL;rhpi;55.29
1991-09-01;1991;9;2;BEL;rhpi;55.98
1991-12-01;1991;12;2;BEL;rhpi;56.87
1992-03-01;1992;3;2;BEL;rhpi;57.90
1992-06-01;1992;6;2;BEL;rhpi;58.64
1992-09-01;1992;9;2;BEL;rhpi;59.10
1992-12-01;1992;12;2;BEL;rhpi;59.45
1993-03-01;1993;3;2;BEL;rhpi;59.91
1993-06-01;1993;6;2;BEL;rhpi;60.60
1993-09-01;1993;9;2;BEL;rhpi;61.39
1993-12-01;1993;12;2;BEL;rhpi;62.28
1994-03-01;1994;3;2;BEL;rhpi;63.02
1994-06-01;1994;6;2;BEL;rhpi;63.81
1994-09-01;1994;9;2;BEL;rhpi;64.45
1994-12-01;1994;12;2;BEL;rhpi;64.95
1995-03-01;1995;3;2;BEL;rhpi;65.25
1995-06-01;1995;6;2;BEL;rhpi;65.87
1995-09-01;1995;9;2;BEL;rhpi;66.37
1995-12-01;1995;12;2;BEL;rhpi;67.23
1996-03-01;1996;3;2;BEL;rhpi;67.17
1996-06-01;1996;6;2;BEL;rhpi;67.55
1996-09-01;1996;9;2;BEL;rhpi;67.46
1996-12-01;1996;12;2;BEL;rhpi;67.50
1997-03-01;1997;3;2;BEL;rhpi;67.39
1997-06-01;1997;6;2;BEL;rhpi;68.21
1997-09-01;1997;9;2;BEL;rhpi;68.52
1997-12-01;1997;12;2;BEL;rhpi;69.42
1998-03-01;1998;3;2;BEL;rhpi;70.35
1998-06-01;1998;6;2;BEL;rhpi;71.02
1998-09-01;1998;9;2;BEL;rhpi;72.35
1998-12-01;1998;12;2;BEL;rhpi;74.02
1999-03-01;1999;3;2;BEL;rhpi;75.46
1999-06-01;1999;6;2;BEL;rhpi;76.54
1999-09-01;1999;9;2;BEL;rhpi;77.55
1999-12-01;1999;12;2;BEL;rhpi;77.78
2000-03-01;2000;3;2;BEL;rhpi;77.73
2000-06-01;2000;6;2;BEL;rhpi;77.74
2000-09-01;2000;9;2;BEL;rhpi;78.03
2000-12-01;2000;12;2;BEL;rhpi;78.80
2001-03-01;2001;3;2;BEL;rhpi;79.81
2001-06-01;2001;6;2;BEL;rhpi;79.60
2001-09-01;2001;9;2;BEL;rhpi;80.20
2001-12-01;2001;12;2;BEL;rhpi;81.07
2002-03-01;2002;3;2;BEL;rhpi;81.75
2002-06-01;2002;6;2;BEL;rhpi;82.89
2002-09-01;2002;9;2;BEL;rhpi;84.11
2002-12-01;2002;12;2;BEL;rhpi;85.38
2003-03-01;2003;3;2;BEL;rhpi;85.79
2003-06-01;2003;6;2;BEL;rhpi;86.89
2003-09-01;2003;9;2;BEL;rhpi;87.60
2003-12-01;2003;12;2;BEL;rhpi;88.69
2004-03-01;2004;3;2;BEL;rhpi;89.29
2004-06-01;2004;6;2;BEL;rhpi;89.84
2004-09-01;2004;9;2;BEL;rhpi;91.32
2004-12-01;2004;12;2;BEL;rhpi;93.62
2005-03-01;2005;3;2;BEL;rhpi;96.39
2005-06-01;2005;6;2;BEL;rhpi;98.74
2005-09-01;2005;9;2;BEL;rhpi;101.01
2005-12-01;2005;12;2;BEL;rhpi;103.87
2006-03-01;2006;3;2;BEL;rhpi;106.23
2006-06-01;2006;6;2;BEL;rhpi;107.70
2006-09-01;2006;9;2;BEL;rhpi;109.35
2006-12-01;2006;12;2;BEL;rhpi;111.40
2007-03-01;2007;3;2;BEL;rhpi;112.93
2007-06-01;2007;6;2;BEL;rhpi;114.39
2007-09-01;2007;9;2;BEL;rhpi;115.99
2007-12-01;2007;12;2;BEL;rhpi;116.57
2008-03-01;2008;3;2;BEL;rhpi;116.95
2008-06-01;2008;6;2;BEL;rhpi;116.59
2008-09-01;2008;9;2;BEL;rhpi;116.43
2008-12-01;2008;12;2;BEL;rhpi;117.16
2009-03-01;2009;3;2;BEL;rhpi;117.27
2009-06-01;2009;6;2;BEL;rhpi;117.34
2009-09-01;2009;9;2;BEL;rhpi;117.88
2009-12-01;2009;12;2;BEL;rhpi;118.63
2010-03-01;2010;3;2;BEL;rhpi;119.00
2010-06-01;2010;6;2;BEL;rhpi;119.51
2010-09-01;2010;9;2;BEL;rhpi;120.64
2010-12-01;2010;12;2;BEL;rhpi;121.43
2011-03-01;2011;3;2;BEL;rhpi;121.24
2011-06-01;2011;6;2;BEL;rhpi;121.29
2011-09-01;2011;9;2;BEL;rhpi;121.87
2011-12-01;2011;12;2;BEL;rhpi;122.29
2012-03-01;2012;3;2;BEL;rhpi;121.84
2012-06-01;2012;6;2;BEL;rhpi;122.09
2012-09-01;2012;9;2;BEL;rhpi;122.06
2012-12-01;2012;12;2;BEL;rhpi;121.91
2013-03-01;2013;3;2;BEL;rhpi;121.87
2013-06-01;2013;6;2;BEL;rhpi;121.47
2013-09-01;2013;9;2;BEL;rhpi;121.02
2013-12-01;2013;12;2;BEL;rhpi;120.67
2014-03-01;2014;3;2;BEL;rhpi;120.10
2014-06-01;2014;6;2;BEL;rhpi;120.39
2014-09-01;2014;9;2;BEL;rhpi;120.61
2014-12-01;2014;12;2;BEL;rhpi;120.98
2015-03-01;2015;3;2;BEL;rhpi;121.01
2015-06-01;2015;6;2;BEL;rhpi;120.62
2015-09-01;2015;9;2;BEL;rhpi;120.79
2015-12-01;2015;12;2;BEL;rhpi;120.76
2016-03-01;2016;3;2;BEL;rhpi;120.93
2016-06-01;2016;6;2;BEL;rhpi;120.74
2016-09-01;2016;9;2;BEL;rhpi;121.57
2016-12-01;2016;12;2;BEL;rhpi;122.40
2017-03-01;2017;3;2;BEL;rhpi;122.25
2017-06-01;2017;6;2;BEL;rhpi;122.76
2017-09-01;2017;9;2;BEL;rhpi;123.48
2017-12-01;2017;12;2;BEL;rhpi;123.92
2018-03-01;2018;3;2;BEL;rhpi;124.11
2018-06-01;2018;6;2;BEL;rhpi;124.31
2018-09-01;2018;9;2;BEL;rhpi;124.55
2018-12-01;2018;12;2;BEL;rhpi;124.85
2019-03-01;2019;3;2;BEL;rhpi;125.95
2019-06-01;2019;6;2;BEL;rhpi;126.83
1975-03-01;1975;3;3;CAN;rhpi;58.99
1975-06-01;1975;6;3;CAN;rhpi;58.67
1975-09-01;1975;9;3;CAN;rhpi;59.57
1975-12-01;1975;12;3;CAN;rhpi;59.10
1976-03-01;1976;3;3;CAN;rhpi;58.79
1976-06-01;1976;6;3;CAN;rhpi;59.61
1976-09-01;1976;9;3;CAN;rhpi;58.62
1976-12-01;1976;12;3;CAN;rhpi;57.43
1977-03-01;1977;3;3;CAN;rhpi;55.59
1977-06-01;1977;6;3;CAN;rhpi;55.01
1977-09-01;1977;9;3;CAN;rhpi;54.27
1977-12-01;1977;12;3;CAN;rhpi;55.92
1978-03-01;1978;3;3;CAN;rhpi;55.55
1978-06-01;1978;6;3;CAN;rhpi;55.85
1978-09-01;1978;9;3;CAN;rhpi;55.83
1978-12-01;1978;12;3;CAN;rhpi;55.08
1979-03-01;1979;3;3;CAN;rhpi;55.17
1979-06-01;1979;6;3;CAN;rhpi;55.99
1979-09-01;1979;9;3;CAN;rhpi;57.30
1979-12-01;1979;12;3;CAN;rhpi;58.55
1980-03-01;1980;3;3;CAN;rhpi;59.94
1980-06-01;1980;6;3;CAN;rhpi;61.58
1980-09-01;1980;9;3;CAN;rhpi;62.83
1980-12-01;1980;12;3;CAN;rhpi;65.63
1981-03-01;1981;3;3;CAN;rhpi;71.68
1981-06-01;1981;6;3;CAN;rhpi;76.74
1981-09-01;1981;9;3;CAN;rhpi;82.83
1981-12-01;1981;12;3;CAN;rhpi;78.26
1982-03-01;1982;3;3;CAN;rhpi;75.18
1982-06-01;1982;6;3;CAN;rhpi;71.62
1982-09-01;1982;9;3;CAN;rhpi;66.93
1982-12-01;1982;12;3;CAN;rhpi;61.44
1983-03-01;1983;3;3;CAN;rhpi;61.16
1983-06-01;1983;6;3;CAN;rhpi;61.18
1983-09-01;1983;9;3;CAN;rhpi;61.15
1983-12-01;1983;12;3;CAN;rhpi;60.28
1984-03-01;1984;3;3;CAN;rhpi;58.82
1984-06-01;1984;6;3;CAN;rhpi;59.82
1984-09-01;1984;9;3;CAN;rhpi;59.12
1984-12-01;1984;12;3;CAN;rhpi;57.20
1985-03-01;1985;3;3;CAN;rhpi;56.38
1985-06-01;1985;6;3;CAN;rhpi;57.09
1985-09-01;1985;9;3;CAN;rhpi;57.30
1985-12-01;1985;12;3;CAN;rhpi;58.22
1986-03-01;1986;3;3;CAN;rhpi;58.35
1986-06-01;1986;6;3;CAN;rhpi;60.31
1986-09-01;1986;9;3;CAN;rhpi;61.68
1986-12-01;1986;12;3;CAN;rhpi;63.31
1987-03-01;1987;3;3;CAN;rhpi;65.23
1987-06-01;1987;6;3;CAN;rhpi;69.19
1987-09-01;1987;9;3;CAN;rhpi;71.66
1987-12-01;1987;12;3;CAN;rhpi;72.16
1988-03-01;1988;3;3;CAN;rhpi;71.68
1988-06-01;1988;6;3;CAN;rhpi;74.20
1988-09-01;1988;9;3;CAN;rhpi;76.94
1988-12-01;1988;12;3;CAN;rhpi;78.18
1989-03-01;1989;3;3;CAN;rhpi;80.95
1989-06-01;1989;6;3;CAN;rhpi;86.22
1989-09-01;1989;9;3;CAN;rhpi;84.62
1989-12-01;1989;12;3;CAN;rhpi;84.79
1990-03-01;1990;3;3;CAN;rhpi;86.30
1990-06-01;1990;6;3;CAN;rhpi;87.38
1990-09-01;1990;9;3;CAN;rhpi;82.52
1990-12-01;1990;12;3;CAN;rhpi;78.98
1991-03-01;1991;3;3;CAN;rhpi;74.72
1991-06-01;1991;6;3;CAN;rhpi;74.06
1991-09-01;1991;9;3;CAN;rhpi;76.36
1991-12-01;1991;12;3;CAN;rhpi;76.74
1992-03-01;1992;3;3;CAN;rhpi;75.13
1992-06-01;1992;6;3;CAN;rhpi;75.13
1992-09-01;1992;9;3;CAN;rhpi;73.99
1992-12-01;1992;12;3;CAN;rhpi;73.55
1993-03-01;1993;3;3;CAN;rhpi;74.00
1993-06-01;1993;6;3;CAN;rhpi;73.58
1993-09-01;1993;9;3;CAN;rhpi;74.06
1993-12-01;1993;12;3;CAN;rhpi;73.31
1994-03-01;1994;3;3;CAN;rhpi;73.10
1994-06-01;1994;6;3;CAN;rhpi;73.83
1994-09-01;1994;9;3;CAN;rhpi;73.87
1994-12-01;1994;12;3;CAN;rhpi;74.23
1995-03-01;1995;3;3;CAN;rhpi;73.70
1995-06-01;1995;6;3;CAN;rhpi;72.17
1995-09-01;1995;9;3;CAN;rhpi;71.46
1995-12-01;1995;12;3;CAN;rhpi;71.24
1996-03-01;1996;3;3;CAN;rhpi;70.54
1996-06-01;1996;6;3;CAN;rhpi;69.70
1996-09-01;1996;9;3;CAN;rhpi;69.09
1996-12-01;1996;12;3;CAN;rhpi;68.39
1997-03-01;1997;3;3;CAN;rhpi;68.80
1997-06-01;1997;6;3;CAN;rhpi;69.38
1997-09-01;1997;9;3;CAN;rhpi;72.27
1997-12-01;1997;12;3;CAN;rhpi;72.14
1998-03-01;1998;3;3;CAN;rhpi;72.69
1998-06-01;1998;6;3;CAN;rhpi;72.59
1998-09-01;1998;9;3;CAN;rhpi;72.40
1998-12-01;1998;12;3;CAN;rhpi;72.04
1999-03-01;1999;3;3;CAN;rhpi;72.29
1999-06-01;1999;6;3;CAN;rhpi;73.10
1999-09-01;1999;9;3;CAN;rhpi;72.59
1999-12-01;1999;12;3;CAN;rhpi;73.54
2000-03-01;2000;3;3;CAN;rhpi;73.81
2000-06-01;2000;6;3;CAN;rhpi;74.21
2000-09-01;2000;9;3;CAN;rhpi;73.95
2000-12-01;2000;12;3;CAN;rhpi;73.64
2001-03-01;2001;3;3;CAN;rhpi;74.44
2001-06-01;2001;6;3;CAN;rhpi;74.37
2001-09-01;2001;9;3;CAN;rhpi;74.93
2001-12-01;2001;12;3;CAN;rhpi;75.75
2002-03-01;2002;3;3;CAN;rhpi;78.31
2002-06-01;2002;6;3;CAN;rhpi;79.19
2002-09-01;2002;9;3;CAN;rhpi;79.97
2002-12-01;2002;12;3;CAN;rhpi;81.90
2003-03-01;2003;3;3;CAN;rhpi;83.51
2003-06-01;2003;6;3;CAN;rhpi;85.50
2003-09-01;2003;9;3;CAN;rhpi;87.57
2003-12-01;2003;12;3;CAN;rhpi;88.71
2004-03-01;2004;3;3;CAN;rhpi;90.76
2004-06-01;2004;6;3;CAN;rhpi;93.76
2004-09-01;2004;9;3;CAN;rhpi;95.06
2004-12-01;2004;12;3;CAN;rhpi;95.35
2005-03-01;2005;3;3;CAN;rhpi;97.14
2005-06-01;2005;6;3;CAN;rhpi;99.49
2005-09-01;2005;9;3;CAN;rhpi;100.92
2005-12-01;2005;12;3;CAN;rhpi;102.46
2006-03-01;2006;3;3;CAN;rhpi;105.82
2006-06-01;2006;6;3;CAN;rhpi;111.69
2006-09-01;2006;9;3;CAN;rhpi;115.46
2006-12-01;2006;12;3;CAN;rhpi;116.85
2007-03-01;2007;3;3;CAN;rhpi;119.32
2007-06-01;2007;6;3;CAN;rhpi;124.67
2007-09-01;2007;9;3;CAN;rhpi;126.97
2007-12-01;2007;12;3;CAN;rhpi;126.71
2008-03-01;2008;3;3;CAN;rhpi;127.80
2008-06-01;2008;6;3;CAN;rhpi;128.47
2008-09-01;2008;9;3;CAN;rhpi;125.30
2008-12-01;2008;12;3;CAN;rhpi;122.01
2009-03-01;2009;3;3;CAN;rhpi;118.98
2009-06-01;2009;6;3;CAN;rhpi;120.94
2009-09-01;2009;9;3;CAN;rhpi;124.11
2009-12-01;2009;12;3;CAN;rhpi;125.98
2010-03-01;2010;3;3;CAN;rhpi;129.39
2010-06-01;2010;6;3;CAN;rhpi;131.83
2010-09-01;2010;9;3;CAN;rhpi;129.93
2010-12-01;2010;12;3;CAN;rhpi;128.24
2011-03-01;2011;3;3;CAN;rhpi;129.85
2011-06-01;2011;6;3;CAN;rhpi;132.71
2011-09-01;2011;9;3;CAN;rhpi;133.22
2011-12-01;2011;12;3;CAN;rhpi;132.40
2012-03-01;2012;3;3;CAN;rhpi;134.20
2012-06-01;2012;6;3;CAN;rhpi;137.81
2012-09-01;2012;9;3;CAN;rhpi;137.61
2012-12-01;2012;12;3;CAN;rhpi;136.34
2013-03-01;2013;3;3;CAN;rhpi;136.70
2013-06-01;2013;6;3;CAN;rhpi;140.10
2013-09-01;2013;9;3;CAN;rhpi;140.60
2013-12-01;2013;12;3;CAN;rhpi;140.95
2014-03-01;2014;3;3;CAN;rhpi;142.46
2014-06-01;2014;6;3;CAN;rhpi;145.81
2014-09-01;2014;9;3;CAN;rhpi;146.55
2014-12-01;2014;12;3;CAN;rhpi;146.78
2015-03-01;2015;3;3;CAN;rhpi;149.15
